 Record Id,FIPS Code,ST Agency,LEA Id,LEA NCES,School No,SCH NCES,School Name,Sch Type,Wed Address,Phone,Mailing Add 1,Mailing Add 2,Mailing Add 3,City,State,Zip,Zip + 4,Location Addr 1,Location Add 2,Location Add 3,City,State,Zip,Charter Status
288,47,01,0190,4703180,0150,01281,Cumberland Elementary,1,,6152916370,4247  Cato  RD,,,Nashville,TN,37218,,4247  Cato  RD,,,Nashville,TN,37218,NO
289,47,01,0190,4703180,0160,01283,Dan Mills Elementary,1,,6152626677,4106  Kennedy  AV,,,Nashville,TN,37216,,4106  Kennedy  AV,,,Nashville,TN,37216,NO
290,47,01,0190,4703180,0165,01284,Dodson Elementary,1,www.dodson-es.davidson.k12.tn.us/dodson.htm,6158858806,4401  Chandler  RD,,,Hermitage,TN,37076,,4401  Chandler  RD,,,Hermitage,TN,37076,NO
291,47,01,0190,4703180,0175,01243,Donelson Middle School,1,,6158844080,110  Stewarts  Ferry PK,,,Nashville,TN,37214,,110  Stewarts  Ferry PK,,,Nashville,TN,37214,NO
292,47,01,0190,4703180,0180,01287,Dupont Elementary,1,,6158477305,1311  9th  ST,,,Old Hickory,TN,37138,,1311  9th  ST,,,Old Hickory,TN,37138,NO
293,47,01,0190,4703180,0185,01288,Dupont Tyler Middle School,1,www.dupont-tyler-ms.davidson.k12.tn.us/,6158858827,431  Tyler  DR,,,Hermitage,TN,37076,,431  Tyler  DR,,,Hermitage,TN,37076,NO
294,47,01,0190,4703180,0190,01289,Dupont Hadley Middle School,1,www.duponthadley.k12tn.net/default.html,6158477300,1901 Old Hickory BL,,,Old Hickory,TN,37138,,1901 Old Hickory BL,,,Old Hickory,TN,37138,NO
295,47,01,0190,4703180,0195,01290,Eakin Elementary,1,www.eakinschool.org,6152988076,2500 Fairfax AV,,,Nashville,TN,37212,,2500 Fairfax AV,,,Nashville,TN,37212,NO
296,47,01,0190,4703180,0203,00592,East Nashville Magnet School,1,,6152626947,110 Gallatin RD,,,Nashville,TN,37206,,110 Gallatin RD,,,Nashville,TN,37206,NO
297,47,01,0190,4703180,0208,02053,Thomas A. Edison Elementary School,1,,6155018800,6130 Mt. View RD,,,Antioch,TN,37013,,6130 Mt. View RD,,,Antioch,TN,37013,NO
298,47,01,0190,4703180,0220,01294,Fall- Hamilton Elementary Enhanced Option,1,http://www.fallhamilton.davidson.k12tn.net,6152916380,510  Wedgewood  AV,,,Nashville,TN,37203,,510  Wedgewood  AV,,,Nashville,TN,37203,NO
299,47,01,0190,4703180,0235,01297,Gateway Elementary,1,,6158601465,1524 Monticello AV,,,Madison,TN,37115,,1524 Monticello AV,,,Madison,TN,37115,NO
300,47,01,0190,4703180,0240,01298,Glencliff Elementary,1,,6153335105,120  Antioch  PK,,,Nashville,TN,37211,,120  Antioch  PK,,,Nashville,TN,37211,NO
301,47,01,0190,4703180,0245,01299,Glencliff High School,1,,6153335070,160  Antioch  PK,,,Nashville,TN,37211,,160  Antioch  PK,,,Nashville,TN,37211,NO
302,47,01,0190,4703180,0250,02054,Glendale Spanish Immersion Elementary School,1,,6152797970,800 Thompson AV,,,Nashville,TN,37204,,800 Thompson AV,,,Nashville,TN,37204,NO
303,47,01,0190,4703180,0255,01301,Glengarry Elementary,1,,6153602900,200  Finley  DR,,,Nashville,TN,37217,,200  Finley  DR,,,Nashville,TN,37217,NO
304,47,01,0190,4703180,0260,01302,Glenn Elementary Enhance Option School,1,,6152626682,322 Cleveland ST,,,Nashville,TN,37207,,322 Cleveland ST,,,Nashville,TN,37207,NO
305,47,01,0190,4703180,0265,01303,Glenview Elementary,1,,6153602906,1020 Patricia DR,,,Nashville,TN,37217,,1020 Patricia DR,,,Nashville,TN,37217,NO
306,47,01,0190,4703180,0270,01304,Goodlettsville Elementary,1,,6158598950,514  Donald  ST,,,Goodlettsville,TN,37072,,514  Donald  ST,,,Goodlettsville,TN,37072,NO
307,47,01,0190,4703180,0275,01305,Goodlettsville Middle School,1,,6158598956,300 South Main ST,,,Goodlettsville,TN,37072,,300 South Main ST,,,Goodlettsville,TN,37072,NO
308,47,01,0190,4703180,0280,01306,Gower Elementary,1,,6153532012,650 Old Hickory BL,,,Nashville,TN,37209,,650 Old Hickory BL,,,Nashville,TN,37209,NO
309,47,01,0190,4703180,0285,01307,Gra-Mar Middle School,1,,6152626685,575  Joyce  LA,,,Nashville,TN,37216,,575  Joyce  LA,,,Nashville,TN,37216,NO
310,47,01,0190,4703180,0290,01308,Granbery Elementary,1,,6153335112,5501  Hill  RD,,,Brentwood,TN,37027,,5501  Hill  RD,,,Brentwood,TN,37027,NO
311,47,01,0190,4703180,0295,01309,H G Hill Middle School,1,,6153532020,150 Davidson RD,,,Nashville,TN,37205,,150 Davidson RD,,,Nashville,TN,37205,NO
312,47,01,0190,4703180,0300,01310,Harpeth Valley Elementary,1,www.isdn.net/hvalley/,6156623015,7840 Learning LA,,,Nashville,TN,37221,,7840 Learning LA,,,Nashville,TN,37221,NO
313,47,01,0190,4703180,0302,01311,Harris-Hillman Special,2,,6152988085,1706 26th Avenue South ,,,Nashville,TN,37212,,1706 26th Avenue South ,,,Nashville,TN,37212,NO
314,47,01,0190,4703180,0305,01696,Haynes Health/ Medical Science Design Center,1,,6152626688,510 West Trinity LA,,,Nashville,TN,37207,,510 West Trinity LA,,,Nashville,TN,37207,NO
315,47,01,0190,4703180,0310,01313,Haywood Elementary,1,,6153335118,3790  Turley  DR,,,Nashville,TN,37211,,3790  Turley  DR,,,Nashville,TN,37211,NO
316,47,01,0190,4703180,0315,01697,Head Middle Mathematics / Science Magnet,1,,6153298160,1830 Jo Johnston AV,,,Nashville,TN,37203,,1830 Jo Johnston AV,,,Nashville,TN,37203,NO
317,47,01,0190,4703180,0318,01651,Henry Maxwell Elementary School,1,,6153337180,5535 Blue Hole RD,,,Antioch,TN,37013,,5535 Blue Hole RD,,,Antioch,TN,37013,NO
318,47,01,0190,4703180,0320,01315,Hermitage Elementary,1,,6158858838,3800  Plantation  DR,,,Hermitage,TN,37076,,3800  Plantation  DR,,,Hermitage,TN,37076,NO
319,47,01,0190,4703180,0327,01698,Hickman Elementary,1,,6158844020,112 Stewarts Ferry PK,,,Nashville,TN,37214,,112 Stewarts Ferry PK,,,Nashville,TN,37214,NO
320,47,01,0190,4703180,0330,01317,Meigs Middle Magnet School,1,,6152713222,713 Ramsey ST,,,Nashville,TN,37206,,713 Ramsey ST,,,Nashville,TN,37206,NO
321,47,01,0190,4703180,0335,01318,Hillsboro Comp High School,1,www.hillsborohs.com/,6152988400,3812  Hillsboro  RD,,,Nashville,TN,37215,,3812  Hillsboro  RD,,,Nashville,TN,37215,NO
322,47,01,0190,4703180,0340,01319,Hillwood Comp High School,1,www.hillwood-hs.davidson.k12.tn.us/,6153532025,400  Davidson  RD,,,Nashville,TN,37205,,400  Davidson  RD,,,Nashville,TN,37205,NO
323,47,01,0190,4703180,0350,00461,Hull Jackson Montessori Magnet,1,angelfire.com/biz5/hulljackson/index.html,6152916601,1015  Kellow  ST,,,Nashville,TN,37208,,1015  Kellow  ST,,,Nashville,TN,37208,NO
324,47,01,0190,4703180,0355,01320,Hume - Fogg High Academic Magnet,1,,6152916300,700  Broadway  ,,,Nashville,TN,37203,,700  Broadway  ,,,Nashville,TN,37203,NO
325,47,01,0190,4703180,0358,01961,Hunters Lane Comp High School,1,,6158601401,1150  Hunters  LA,,,Nashville,TN,37207,,1150  Hunters  LA,,,Nashville,TN,37207,NO
326,47,01,0190,4703180,0360,01321,Inglewood Elementary,1,,6152626697,1700  Riverside  DR,,,Nashville,TN,37216,,1700  Riverside  DR,,,Nashville,TN,37216,NO
327,47,01,0190,4703180,0365,01322,Isaac Litton Middle School,1,,6152626700,4601  Hedgewood  DR,,,Nashville,TN,37216,,4601  Hedgewood  DR,,,Nashville,TN,37216,NO
328,47,01,0190,4703180,0370,01986,J. E. Moss Elementary,1,,6153335200,4701  Bowfield  DR,,,Antioch,TN,37013,,4701  Bowfield  DR,,,Antioch,TN,37013,NO
329,47,01,0190,4703180,0375,01323,Jere Baxter Middle School,4,edge.net/~baxter/,6152626710,350 Hart LA,,,Nashville,TN,37207,,350 Hart LA,,,Nashville,TN,37207,NO
330,47,01,0190,4703180,0377,00909,Baxter Alternative Learning Center,1,,6156505381,3515  Gallatin  RD,,,Nashville,TN,37216,,3515  Gallatin  RD,,,Nashville,TN,37216,NO
331,47,01,0190,4703180,0380,01324,Joelton Elementary,1,,6158765110,7141 Whites Creek PK,,,Joelton,TN,37080,,7141 Whites Creek PK,,,Joelton,TN,37080,NO
332,47,01,0190,4703180,0385,01325,Joelton Middle School,1,,6158765100,3500 Old Clarksville PK,,,Joelton,TN,37080,,3500 Old Clarksville PK,,,Joelton,TN,37080,NO
333,47,01,0190,4703180,0386,01701,John Early Paideia Middle Magnet,1,,6152916369,1000 Cass ST,,,Nashville,TN,37208,,1000 Cass ST,,,Nashville,TN,37208,NO
334,47,01,0190,4703180,0387,01702,Jones Paideia Elementary Magnet,1,,6152916382,1800 9th AV,,,Nashville,TN,37208,,1800 9th AV,,,Nashville,TN,37208,NO
335,47,01,0190,4703180,0390,01326,John B Whitsitt Elementary,1,,6153335600,110 Whitsett RD,,,Nashville,TN,37210,,110 Whitsett RD,,,Nashville,TN,37210,NO
336,47,01,0190,4703180,0393,02149,John F. Kennedy Middle School,1,,6155017900,2087 Hobson PK,,,Antioch,TN,37013,,2087 Hobson PK,,,Antioch,TN,37013,NO
337,47,01,0190,4703180,0395,01327,John Overton Comp High School,1,www.johs.org/,6153335135,4820  Franklin  RD,,,Nashville,TN,37220,,4820  Franklin  RD,,,Nashville,TN,37220,NO
338,47,01,0190,4703180,0400,03180,Johnson School,1,,6152916414,1200 2nd Ave So ,,,Nashville,TN,37210,,1200 2nd Ave So ,,,Nashville,TN,37210,NO
339,47,01,0190,4703180,0415,01331,Julia Green Elementary,1,,6152988082,3701 Belmont BL,,,Nashville,TN,37215,,3500 Hobbs RD,,,Nashville,TN,37215,NO
340,47,01,0190,4703180,0420,01332,Robert E. Lilliard @ Kings Lane Design Center,1,,6158765126,3200  Kings  LA,,,Nashville,TN,37218,,3200  Kings  LA,,,Nashville,TN,37218,NO
341,47,01,0190,4703180,0425,01333,Kirkpatrick Elementary Enhanced Option,1,,6152626708,1000  Sevier  ST,,,Nashville,TN,37206,,1000  Sevier  ST,,,Nashville,TN,37206,NO
342,47,01,0190,4703180,0430,01334,Lakeview Elementary Design Center,1,,6153602912,455 Rural Hill RD,,,Nashville,TN,37217,,455 Rural Hill RD,,,Nashville,TN,37217,NO
343,47,01,0190,4703180,0435,01755,Lockeland Elementary Design Center,1,,6152581330,105 South 17th ST,,,Nashville,TN,37206,,105 South 17th ST,,,Nashville,TN,37206,NO
344,47,01,0190,4703180,0437,02101,M N P S Middle College High School,1,,6153533333,120 White Bridge RD,,,Nashville,TN,37209,,120 White Bridge RD,,,Nashville,TN,37209,NO
345,47,01,0190,4703180,0443,00462,Cora Howe School,2,,6156122545,1928 Greenwood AV,,,Nashville,TN,37206,,1928 Greenwood AV,,,Nashville,TN,37206,NO
346,47,01,0190,4703180,0445,01337,Maplewood Comp High School,1,,6152626770,401 Walton LA,,,Nashville,TN,37216,,401 Walton LA,,,Nashville,TN,37216,NO
347,47,01,0190,4703180,0450,01338,Margaret Allen Middle School,1,,6152916385,500  Spence  LA,,,Nashville,TN,37210,,500  Spence  LA,,,Nashville,TN,37210,NO
348,47,01,0190,4703180,0456,01962,Martin Luther King Jr Magnet School,1,,6153298400,613 17th Avenue North ,,,Nashville,TN,37203,,613 17th Avenue North ,,,Nashville,TN,37203,NO
349,47,01,0190,4703180,0460,02056,Mc Cann Alternative Learning Center,4,,6152988090,1300 56th Avenue North ,,,Nashville,TN,37209,,1300 56th Avenue North ,,,Nashville,TN,37209,NO
350,47,01,0190,4703180,0465,01341,McGavock Elementary,1,,6158858912,275  McGavock  PK,,,Nashville,TN,37214,,275  McGavock  PK,,,Nashville,TN,37214,NO
351,47,01,0190,4703180,0470,01342,McGavock Comp High School,1,,6158858850,3150  McGavock  PK,,,Nashville,TN,37214,,3150  McGavock  PK,,,Nashville,TN,37214,NO
352,47,01,0190,4703180,0480,01344,McMurray Middle School,1,www.mcmurrayms.mnps.org,6153335126,520  McMurray  DR,,,Nashville,TN,37211,,520  McMurray  DR,,,Nashville,TN,37211,NO
353,47,01,0190,4703180,0490,01346,John T. Moore Middle School,1,www.angelfire.com/tn/MOORE/index.html,6152988095,4425  Granny  White PK,,,Nashville,TN,37204,,4425  Granny  White PK,,,Nashville,TN,37204,NO
354,47,01,0190,4703180,0493,01062,Mt. View Elementary,1,,6156419393,3820  Murfreesboro  RD,,,Antioch,TN,37013,,3820  Murfreesboro  RD,,,Antioch,TN,37013,NO
355,47,01,0190,4703180,0505,02013,Murrell School,1,,6152988070,1450 14th Avenue South ,,,Nashville,TN,37212,,1450 14th Avenue South ,,,Nashville,TN,37212,NO
356,47,01,0190,4703180,0510,01350,Napier Elementary Enhancement Option,1,,6152916400,60  Fairfield  AV,,,Nashville,TN,37210,,60  Fairfield  AV,,,Nashville,TN,37210,NO
357,47,01,0190,4703180,0512,01815,Nashville School Of The Arts,1,,6152916600,1250 Foster AV,,,Nashville,TN,37210,,1250 Foster AV,,,Nashville,TN,37210,NO
358,47,01,0190,4703180,0515,01351,Neely's Bend Elementary,1,,6152581053,3230 Brick Church PK,,,Madison,TN,37115,,1300 Neely's Bend RD,,,Madison,TN,37115,NO
359,47,01,0190,4703180,0520,01352,Neely's Bend Middle School,1,,6158601477,1251 Neely's Bend RD,,,Madison,TN,37115,,1251 Neely's Bend RD,,,Madison,TN,37115,NO
360,47,01,0190,4703180,0525,01353,Norman Binkley Elementary,1,,6153335037,4700 West Longdale DR,,,Nashville,TN,37211,,4700 West Longdale DR,,,Nashville,TN,37211,NO
361,47,01,0190,4703180,0535,01355,Old Center Elementary,1,,6158598968,1245 Dickerson Pike South ,,,Goodlettsville,TN,37072,,1245 Dickerson Pike South ,,,Goodlettsville,TN,37072,NO
362,47,01,0190,4703180,0538,02058,William Henry Oliver Middle School,1,,6153323011,6211 Nolensville RD,,,Nashville,TN,37211,,6211 Nolensville RD,,,Nashville,TN,37211,NO
363,47,01,0190,4703180,0540,01356,Paragon Mills Elementary,1,,6153335170,260 Paragon Mills RD,,,Nashville,TN,37211,,260 Paragon Mills RD,,,Nashville,TN,37211,NO
364,47,01,0190,4703180,0545,01357,Park Avenue Elementary Enhanced Option,1,,6152988412,3703  Park  AV,,,Nashville,TN,37209,,3703  Park  AV,,,Nashville,TN,37209,NO
365,47,01,0190,4703180,0555,01924,Pearl Cohn Magnet High School,1,,6153298150,904 26th Avenue North ,,,Nashville,TN,37208,,904 26th Avenue North ,,,Nashville,TN,37208,NO
366,47,01,0190,4703180,0565,01360,Pennington Elementary,1,,6158858918,2817 Donna Hill DR,,,Nashville,TN,37214,,2817 Donna Hill DR,,,Nashville,TN,37214,NO
367,47,01,0190,4703180,0570,01361,Percy Priest Elementary,1,www.ppe.k12.tn.us/priest/Percy_Priest_School.html,6152988416,1700  Otter  Creek RD,,,Nashville,TN,37215,,1700  Otter  Creek RD,,,Nashville,TN,37215,NO
368,47,01,0190,4703180,0595,01365,Rose Park Math/ Science Middle Magnet,1,,6152916405,1025 9th Avenue South ,,,Nashville,TN,37203,,1025 9th Avenue South ,,,Nashville,TN,37203,NO
369,47,01,0190,4703180,0600,01366,Rosebank Elementary,1,,6152626720,1012  Preston  DR,,,Nashville,TN,37206,,1012  Preston  DR,,,Nashville,TN,37206,NO
370,47,01,0190,4703180,0605,01367,Ross Elementary,1,,6152626728,601  McFerrin  AV,,,Nashville,TN,37206,,601  McFerrin  AV,,,Nashville,TN,37206,NO
371,47,01,0190,4703180,0607,02102,Ruby Major Elementary School,1,,6152322203,5141 John Hager RD,,,Hermitage,TN,37076,,5141 John Hager RD,,,Hermitage,TN,37076,NO
372,47,01,0190,4703180,0608,02059,May Werthan Shayne Elementary School,1,,6153323020,6217 Nolensville RD,,,Nashville,TN,37211,,6217 Nolensville RD,,,Nashville,TN,37211,NO
373,47,01,0190,4703180,0610,01368,Shwab Elementary,1,,6152626725,1500  Dickerson  RD,,,Nashville,TN,37207,,1500  Dickerson  RD,,,Nashville,TN,37207,NO
374,47,01,0190,4703180,0612,02198,The Academy at Opry Mills,1,,6156874028,433 Opry Mills DR,,,Nashville,TN,37214,,433 Opry Mills DR,,,Nashville,TN,37214,NO
375,47,01,0190,4703180,0614,02192,The Academy at Old Cockrill,1,,6152594636,610 49th AV,,,Nashville,TN,37209,,49th AV,,,Nashville,TN,37209,NO
376,47,01,0190,4703180,0615,01707,Stanford Elementary Montessori Design Center,1,,6158858822,2417  Maplecrest  DR,,,Nashville,TN,37214,,2417  Maplecrest  DR,,,Nashville,TN,37214,NO
377,47,01,0190,4703180,0618,02201,Robert Churchwell Museum Magnet Elementary School,1,,6156874024,1625 Dr. D. B. Todd Jr. BL,,,Nashville,TN,37208,,1625 Dr. D. B. Todd Jr. BL,,,Nashville,TN,37208,NO
378,47,01,0190,4703180,0620,01370,Stratford STEM Magnet High School,1,,6152626730,1800  Stratford  AV,,,Nashville,TN,37216,,1800  Stratford  AV,,,Nashville,TN,37216,NO
379,47,01,0190,4703180,0622,02202,Madison Middle School,1,,6152594636,229 Ashawn Bl,,,Old Hickory,TN,37158,,229 Ashawn Bl,,,Old Hickory,TN,37158,NO
380,47,01,0190,4703180,0625,01371,Stratton Elementary,1,,6158601486,310 Old Hickory Blvd. West ,,,Madison,TN,37115,,310 Old Hickory Blvd. West ,,,Madison,TN,37115,NO
381,47,01,0190,4703180,0630,01372,Sylvan Park Paideia Design Center,1,sylvanparkschool.org,6152988423,4801  Utah  AV,,,Nashville,TN,37209,,4801  Utah  AV,,,Nashville,TN,37209,NO
382,47,01,0190,4703180,0633,02121,Thurgood Marshall Middle School,1,,6159417515,5820 Pettus RD,,,Antioch,TN,37013,,5820 Pettus RD,,,Antioch,TN,37013,NO
383,47,01,0190,4703180,0635,01373,Tom Joy Elementary,1,,6152626724,2201  Jones  AV,,,Nashville,TN,37207,,2201  Jones  AV,,,Nashville,TN,37207,NO
384,47,01,0190,4703180,0637,01999,Tulip Grove Elementary,1,,6158858944,441  Tyler  DR,,,Hermitage,TN,37076,,441  Tyler  DR,,,Hermitage,TN,37076,NO
385,47,01,0190,4703180,0645,01374,Tusculum Elementary,1,,6153335179,4917  Nolensville  RD,,,Nashville,TN,37211,,4917  Nolensville  RD,,,Nashville,TN,37211,NO
386,47,01,0190,4703180,0650,01375,Two Rivers Middle School,1,frontpage.home.net/tworiversmiddle/index.htm,6158858931,2991  McGavock  PK,,,Nashville,TN,37214,,2991  McGavock  PK,,,Nashville,TN,37214,NO
387,47,01,0190,4703180,0655,01376,Una Elementary,1,,6153602921,2018 Murfreesboro RD,,,Nashville,TN,37214,,2018 Murfreesboro RD,,,Nashville,TN,37214,NO
388,47,01,0190,4703180,0670,01379,Carter Lawrence Elementary Magnet,1,,6152917333,1118 12th Avenue South ,,,Nashville,TN,37203,,1118 12th Avenue South ,,,Nashville,TN,37203,NO
389,47,01,0190,4703180,0675,02060,Warner Elementary Enhanced Option School,1,,6152916395,626  Russell  ST,,,Nashville,TN,37206,,626  Russell  ST,,,Nashville,TN,37206,NO
390,47,01,0190,4703180,0690,01382,West End Middle School,1,,6152988425,3529 West End AV,,,Nashville,TN,37205,,3529 West End AV,,,Nashville,TN,37205,NO
391,47,01,0190,4703180,0695,01383,Westmeade Elementary,1,,6153532066,6641  Clearbrook  DR,,,Nashville,TN,37205,,6641  Clearbrook  DR,,,Nashville,TN,37205,NO
392,47,01,0190,4703180,0700,01384,I. T. Creswell Arts Magnet Middle School,1,,6152916515,3500 John Mallette DR,,,Nashville,TN,37218,,3500 John Mallette DR,,,Nashville,TN,37218,NO
393,47,01,0190,4703180,0704,01386,Whites Creek Comp High School,1,,6158765132,7277  Old  Hickory BL,,,Whites Creek,TN,37189,,7277  Old  Hickory BL,,,Whites Creek,TN,37189,NO
394,47,01,0190,4703180,0715,01389,Wright Middle School,1,,6153335189,180  McCall  ST,,,Nashville,TN,37211,,180  McCall  ST,,,Nashville,TN,37211,NO
395,47,01,0190,,0720,,The Academy at Hickory Hollow,1,,6156874028,5248 Hickory Hollow PW,,,Antioch,TN,37013,,5248 Hickory Hollow PW,,,Antioch,TN,37013,NO
396,47,01,0190,,0725,,Transitions at Bass,1,,6152594636,5200 Delaware AV,,,Nashville,TN,37209,,5200 Delaware AV,,,Nashville,TN,37209,NO
397,47,01,0190,,0730,,The Cohn School,1,,6152986617,4805 Park AV,,,Nashville,TN,37209,,4805 Park AV,,,Nashville,TN,37209,NO
398,47,01,0190,4703180,8001,01941,Smithson Craighead Academy,1,http://smithsoncraighead.net,6152289886,3307 Brick Church PK,,,Nashville,TN,37207,,3307 Brick Church PK,,,Nashville,TN,37207,YES
399,47,01,0190,4703180,8002,02103,K I P P: Academy Nashville,1,http://www.kippacademynashville.org,6152264484,3410 Knight RD,,,Nashville,TN,37189,,3410 Knight RD,,,Nashville,TN,37189,YES
400,47,01,0190,4703180,8003,02122,Lead Academy,1,http://leadacademy.org,6153275422,1704 Heiman ST,,,Nashville,TN,37209,,1704 Heiman ST,,,Nashville,TN,37209,YES
401,47,01,0190,4703180,8004,02235,New Vision Academy,1,http://www.newvisiontn.org/,6154733006,297 Plus Park BL,,,Nashville,TN,37217,,297 Plus Park BL,,,Nashville,TN,37217,YES
402,47,01,0190,4703180,8005,02263,Liberty Collegiate Academy,1,http://libertycollegiateacademy.org,6155641974,217 10th ,Cummins Station Suite 418,,Nashville,TN,37206,,217 10th ,Cummins Station Suite 418,,Nashville,TN,37206,YES
403,47,01,0190,4703180,8006,02257,STEM Prep Academy,1,http://www.stemprepacademy.org,6157520002,3748 Nolensville PK,,,Nashville,TN,37211,,3748 Nolensville PK,,,Nashville,TN,37211,YES
404,47,01,0190,4703180,8007,02255,Drexel Prep,1,http://www.drexelpreparatoryacademy.org,6152444090,4479 Jackson RD,,,Whites Creek,TN,37189,,4479 Jackson RD,,,Whites Creek,TN,37189,YES
405,47,01,0190,4703180,8008,02264,Nashville Prep,1,www.nashvilleprep.org,6155387284,330 10th Ave N ,Suite L-418,,Nashville,TN,37203,,330 10th Ave N ,Suite L-418,,Nashville,TN,37203,YES
406,47,01,0190,4703180,8009,02258,East End Preparatory School,1,http://www.eastendprep.org/,6156307470,1460 McGavock PK,,,Nashville,TN,37216,,1460 McGavock PK,,,Nashville,TN,37216,YES
407,47,01,0190,4703180,8010,02260,Cameron College Preparatory,1,http://cameroncollegeprep.org,6152916365,1034 1st Avenue South ,,,Nashville,TN,37210,,1034 1st Avenue South ,,,Nashville,TN,37210,YES
408,47,01,0190,,8011,,K I P P High School,1,,6152264484,123 Douglas AV,,,Nashville,TN,37207,,123 Douglas AV,,,Nashville,TN,37207,YES
409,47,01,0190,,8012,,Knowledge Academy,1,www.knowledgeacademies.org,6158006814,5380 Hickory Hollow PW,,,Antioch,TN,37013,,5380 Hickory Hollow PW,,,Antioch,TN,37013,YES
410,47,01,0190,,8013,,LEAD Prep Southeast,1,www.leadpublischools.org,6158006814,2601 Bransford AV,,,Nashville,TN,37204,,2601 Bransford AV,,,Nashville,TN,37204,YES
411,47,01,0190,,8014,,Boy's Prep,1,http://www.boysprepnashville.com,6157177643,283 Plus Park BL,,,Nashville,TN,37217,,283 Plus Park BL,,,Nashville,TN,37217,YES
412,47,01,0190,4703180,8040,02206,Smithson-Craighead Middle School,1,http://smithsoncraighead.net,6152281200,730 Neely's Bend RD,,,Madison,TN,37115,,730 Neely's Bend RD,,,Madison,TN,37115,YES
413,47,01,0200,4700960,0003,01245,Riverside High School,1,,7318523941,4250 Highway 641 South ,,,Decaturville,TN,38329,,4250 Highway 641 South ,,,Decaturville,TN,38329,NO
414,47,01,0200,4700960,0005,00316,Decaturville Elementary,1,www.netease.net/des/default.htm,7318524616, P. O. Box 9 ,,,Decaturville,TN,38329,,820 South West ST,,,Decaturville,TN,38329,NO
415,47,01,0200,4700960,0010,00317,Parsons Elementary,1,,7318477317,182 West 4th ST,,,Parsons,TN,38363,,182 West 4th ST,,,Parsons,TN,38363,NO
416,47,01,0200,4700960,0020,00319,Decatur County Middle School,1,,7318476510,2740 Hwy 641 South ,,,Parsons,TN,38363,,2740 Hwy 641 South ,,,Parsons,TN,38363,NO
417,47,01,0210,4700990,0010,02117,De Kalb County Adult High School,1,,6154972254,242 Tiger DR,,,Smithville,TN,37166,,242 Tiger DR,,,Smithville,TN,37166,NO
418,47,01,0210,4700990,0025,00322,De Kalb County High School,1,www.dekalbschools.net/dchs/,6155974094,1130 West Broad ST,,,Smithville,TN,37166,,1130 West Broad ST,,,Smithville,TN,37166,NO
419,47,01,0210,4700990,0037,00323,DeKalb Middle School,1,www.dekalbschools.net/dms/,6155977987,1132 West Broad ST,,,Smithville,TN,37166,,1132 West Broad ST,,,Smithville,TN,37166,NO
420,47,01,0210,4700990,0040,01246,Northside Elementary,1,www.dekalbschools.net/nes/,6155971575,400 North Congress BL,,,Smithville,TN,37166,,400 North Congress BL,,,Smithville,TN,37166,NO
421,47,01,0210,4700990,0045,00324,Smithville Elementary,1,www.dekalbschools.net/ses/,6155974415,221  E  Bryant ST,,,Smithville,TN,37166,,221  E  Bryant ST,,,Smithville,TN,37166,NO
422,47,01,0210,4700990,0050,00325,DeKalb West Elementary,1,www.dekalbschools.net/dws/,6155365332,101 Bulldog LA,,,Liberty,TN,37059,,101 Bulldog LA,,,Liberty,TN,37059,NO
423,47,01,0220,4701020,0005,00326,Stuart Burns Elementary,1,www.dicksoncountyschools.org/sbes,6154462791,3201  Highway  96 ,,,Burns,TN,37029,,3201  Highway  96 ,,,Burns,TN,37029,NO
424,47,01,0220,4701020,0007,01073,Charlotte Elementary,1,www.dicksoncountyschools.org/ces,6157405803,200  Humphries  ST,,,Charlotte,TN,37036,,200  Humphries  ST,,,Charlotte,TN,37036,NO
425,47,01,0220,4701020,0008,01094,Centennial Elementary,1,www.dicksoncountyschools.org/centennial,6154460355,198  Upper  Lake DR,,,Dickson,TN,37055,,198  Upper  Lake DR,,,Dickson,TN,37055,NO
426,47,01,0220,4701020,0010,00327,New Directions Academy,1,www.dicksoncountyschools.org/nda/,6157406070,4000  Highway  48 North ,,,Charlotte,TN,37036,,4000  Highway  48 North ,,,Charlotte,TN,37036,NO
427,47,01,0220,4701020,0015,00328,Charlotte Middle School,1,www.dicksoncountyschools.org/cms,6157406060,P.O. Box 40 ,,,Charlotte,TN,37036,,250 Humphries ST,,,Charlotte,TN,37036,NO
428,47,01,0220,4701020,0017,01727,Creek Wood High School,1,www.dicksoncountyschools.org/cwhs,6157406000,3499 Highway 47 North ,,,Charlotte,TN,37036,,3499 Highway 47 North ,,,Charlotte,TN,37036,NO
429,47,01,0220,4701020,0018,02061,Dickson County Adult High School,1,www.dicksoncountyschools.org/adult_dept.html,6154462114,220 Mc Lemore ST,,,Dickson,TN,37055,,220 Mc Lemore ST,,,Dickson,TN,37055,NO
430,47,01,0220,4701020,0020,00330,Dickson Elementary,1,www.dicksoncountyschools.org/des,6157405837,120  W  Broad ST,,,Dickson,TN,37055,,120  W  Broad ST,,,Dickson,TN,37055,NO
431,47,01,0220,4701020,0023,00331,Dickson Middle School,1,www.dicksoncountyschools.org/dms,6154462273,401  E  College ST,,,Dickson,TN,37055,,401  E  College ST,,,Dickson,TN,37055,NO
432,47,01,0220,4701020,0025,00329,Dickson County High School,1,www.dicksoncountyhighschool.com,6154469003,509  Henslee  DR,,,Dickson,TN,37055,,509  Henslee  DR,,,Dickson,TN,37055,NO
