year,district,school,district_name,school_name,subject,grade,subgroup,valid_tests,pct_below_bsc,pct_bsc,pct_bsc_and_below,pct_prof,pct_adv,pct_prof_adv
2013,51,0,Alcoa,District,RLA,7th,English Language Learners,*,*,*,*,*,*,*
2013,51,0,Alcoa,District,RLA,7th,Black/Hispanic/Native American,40,17.5,35,52.5,40,7.5,47.5
2013,51,0,Alcoa,District,Algebra I,9th through 12th,All Students,123,7.2,16.3,23.5,35.8,40.7,76.5
2013,51,0,Alcoa,District,Algebra I,9th through 12th,White,94,6.4,16,22.4,34,43.6,77.6
2013,51,0,Alcoa,District,Algebra I,9th through 12th,Hispanic,*,*,*,*,*,*,*
2013,51,0,Alcoa,District,Algebra I,9th through 12th,Black,20,10,25,35,30,35,65
2013,51,0,Alcoa,District,Algebra I,9th through 12th,Asian,*,*,*,*,*,*,*
2013,51,0,Alcoa,District,Algebra I,9th through 12th,Native American,*,*,*,*,*,*,*
2013,51,0,Alcoa,District,Algebra I,9th through 12th,Hawaiian or Pacific Islander,*,*,*,*,*,*,*
2013,51,0,Alcoa,District,Algebra I,9th through 12th,Economically Disadvantaged,50,10,26,36,40,24,64
2013,51,0,Alcoa,District,Algebra I,9th through 12th,Students with Disabilities,16,31.2,31.3,62.5,25,12.5,37.5
2013,51,0,Alcoa,District,Algebra I,9th through 12th,English Language Learners,*,*,*,*,*,*,*
2013,51,0,Alcoa,District,Algebra I,9th through 12th,Black/Hispanic/Native American,27,11.2,18.5,29.7,40.7,29.6,70.3
2013,51,0,Alcoa,District,Algebra II,9th through 12th,All Students,83,4.8,10.8,15.6,39.8,44.6,84.4
2013,51,0,Alcoa,District,Algebra II,9th through 12th,White,71,2.8,11.3,14.1,38,47.9,85.9
2013,51,0,Alcoa,District,Algebra II,9th through 12th,Hispanic,*,*,*,*,*,*,*
2013,51,0,Alcoa,District,Algebra II,9th through 12th,Black,*,*,*,*,*,*,*
2013,51,0,Alcoa,District,Algebra II,9th through 12th,Asian,,,,,,,
2013,51,0,Alcoa,District,Algebra II,9th through 12th,Native American,*,*,*,*,*,*,*
2013,51,0,Alcoa,District,Algebra II,9th through 12th,Hawaiian or Pacific Islander,,,,,,,
2013,51,0,Alcoa,District,Algebra II,9th through 12th,Economically Disadvantaged,24,12.6,20.8,33.4,45.8,20.8,66.6
2013,51,0,Alcoa,District,Algebra II,9th through 12th,Students with Disabilities,*,*,*,*,*,*,*
2013,51,0,Alcoa,District,Algebra II,9th through 12th,English Language Learners,,,,,,,
2013,51,0,Alcoa,District,Algebra II,9th through 12th,Black/Hispanic/Native American,12,16.7,8.3,25,50,25,75
2013,51,0,Alcoa,District,English II,9th through 12th,All Students,136,4.4,12.5,16.9,66.9,16.2,83.1
2013,51,0,Alcoa,District,English II,9th through 12th,White,110,2.8,12.7,15.5,64.5,20,84.5
2013,51,0,Alcoa,District,English II,9th through 12th,Hispanic,*,*,*,*,*,*,*
2013,51,0,Alcoa,District,English II,9th through 12th,Black,18,11.1,16.7,27.8,72.2,0,72.2
2013,51,0,Alcoa,District,English II,9th through 12th,Asian,*,*,*,*,*,*,*
2013,51,0,Alcoa,District,English II,9th through 12th,Native American,*,*,*,*,*,*,*
2013,51,0,Alcoa,District,English II,9th through 12th,Hawaiian or Pacific Islander,*,*,*,*,*,*,*
2013,51,0,Alcoa,District,English II,9th through 12th,Economically Disadvantaged,47,10.6,19.1,29.7,66,4.3,70.3
2013,51,0,Alcoa,District,English II,9th through 12th,Students with Disabilities,13,23,46.2,69.2,30.8,0,30.8
2013,51,0,Alcoa,District,English II,9th through 12th,English Language Learners,*,*,*,*,*,*,*
2013,51,0,Alcoa,District,English II,9th through 12th,Black/Hispanic/Native American,24,12.5,12.5,25,75,0,75
2013,51,0,Alcoa,District,English III,9th through 12th,All Students,107,10.3,21.5,31.8,36.4,31.8,68.2
2013,51,0,Alcoa,District,English III,9th through 12th,White,79,10.2,17.7,27.9,35.4,36.7,72.1
2013,51,0,Alcoa,District,English III,9th through 12th,Hispanic,*,*,*,*,*,*,*
2013,51,0,Alcoa,District,English III,9th through 12th,Black,23,13.1,34.8,47.9,39.1,13,52.1
2013,51,0,Alcoa,District,English III,9th through 12th,Asian,*,*,*,*,*,*,*
2013,51,0,Alcoa,District,English III,9th through 12th,Native American,,,,,,,
2013,51,0,Alcoa,District,English III,9th through 12th,Hawaiian or Pacific Islander,*,*,*,*,*,*,*
2013,51,0,Alcoa,District,English III,9th through 12th,Economically Disadvantaged,41,17,31.7,48.7,41.5,9.8,51.3
2013,51,0,Alcoa,District,English III,9th through 12th,Students with Disabilities,10,***,***,***,***,***,***
2013,51,0,Alcoa,District,English III,9th through 12th,English Language Learners,,,,,,,
2013,51,0,Alcoa,District,English III,9th through 12th,Black/Hispanic/Native American,25,12,36,48,40,12,52
2013,52,0,Maryville,District,Math,3rd through 8th,All Students,2432,6.8,26.6,33.4,32,34.6,66.6
2013,52,0,Maryville,District,Math,3rd through 8th,White,2187,6.4,25.2,31.6,32.6,35.8,68.4
2013,52,0,Maryville,District,Math,3rd through 8th,Hispanic,59,11.9,45.8,57.7,20.3,22,42.3
2013,52,0,Maryville,District,Math,3rd through 8th,Black,112,14.3,48.2,62.5,28.6,8.9,37.5
2013,52,0,Maryville,District,Math,3rd through 8th,Asian,61,0,19.6,19.6,27.9,52.5,80.4
2013,52,0,Maryville,District,Math,3rd through 8th,Native American,*,*,*,*,*,*,*
2013,52,0,Maryville,District,Math,3rd through 8th,Hawaiian or Pacific Islander,*,*,*,*,*,*,*
2013,52,0,Maryville,District,Math,3rd through 8th,Economically Disadvantaged,796,12.1,39.2,51.3,31.4,17.3,48.7
2013,52,0,Maryville,District,Math,3rd through 8th,Students with Disabilities,295,22,41.4,63.4,24.4,12.2,36.6
2013,52,0,Maryville,District,Math,3rd through 8th,English Language Learners,23,8.7,39.1,47.8,17.4,34.8,52.2
2013,52,0,Maryville,District,Math,3rd through 8th,Black/Hispanic/Native American,178,14.1,46.6,60.7,25.8,13.5,39.3
2013,52,0,Maryville,District,Math,3rd,All Students,380,1.6,26.6,28.2,44.2,27.6,71.8
2013,52,0,Maryville,District,Math,3rd,White,339,1.5,24.8,26.3,45.1,28.6,73.7
2013,52,0,Maryville,District,Math,3rd,Hispanic,10,0,50,50,30,20,50
2013,52,0,Maryville,District,Math,3rd,Black,19,5.3,52.6,57.9,31.6,10.5,42.1
2013,52,0,Maryville,District,Math,3rd,Asian,11,0,18.1,18.1,45.5,36.4,81.9
2013,52,0,Maryville,District,Math,3rd,Native American,*,*,*,*,*,*,*
2013,52,0,Maryville,District,Math,3rd,Hawaiian or Pacific Islander,,,,,,,
2013,52,0,Maryville,District,Math,3rd,Economically Disadvantaged,145,1.3,42.8,44.1,39.3,16.6,55.9
2013,52,0,Maryville,District,Math,3rd,Students with Disabilities,51,5.9,43.1,49,35.3,15.7,51
2013,52,0,Maryville,District,Math,3rd,English Language Learners,*,*,*,*,*,*,*
2013,52,0,Maryville,District,Math,3rd,Black/Hispanic/Native American,30,3.4,50,53.4,33.3,13.3,46.6
2013,52,0,Maryville,District,Math,7th,All Students,456,7.3,21.5,28.8,27.6,43.6,71.2
2013,52,0,Maryville,District,Math,7th,White,408,6.9,20.3,27.2,28.7,44.1,72.8
2013,52,0,Maryville,District,Math,7th,Hispanic,13,23.1,53.8,76.9,0,23.1,23.1
2013,52,0,Maryville,District,Math,7th,Black,17,5.9,47.1,53,23.5,23.5,47
2013,52,0,Maryville,District,Math,7th,Asian,16,**,**,**,**,**,**
2013,52,0,Maryville,District,Math,7th,Native American,*,*,*,*,*,*,*
2013,52,0,Maryville,District,Math,7th,Hawaiian or Pacific Islander,*,*,*,*,*,*,*
2013,52,0,Maryville,District,Math,7th,Economically Disadvantaged,150,13.4,31.3,44.7,31.3,24,55.3
2013,52,0,Maryville,District,Math,7th,Students with Disabilities,43,32.6,34.9,67.5,20.9,11.6,32.5
2013,52,0,Maryville,District,Math,7th,English Language Learners,*,*,*,*,*,*,*
2013,52,0,Maryville,District,Math,7th,Black/Hispanic/Native American,31,16.1,48.4,64.5,12.9,22.6,35.5
2013,52,0,Maryville,District,RLA,3rd through 8th,All Students,2436,4.1,24.1,28.2,49.1,22.7,71.8
2013,52,0,Maryville,District,RLA,3rd through 8th,White,2190,3.5,22,25.5,50.6,23.9,74.5
2013,52,0,Maryville,District,RLA,3rd through 8th,Hispanic,59,5,45.8,50.8,33.9,15.3,49.2
2013,52,0,Maryville,District,RLA,3rd through 8th,Black,112,8.9,50,58.9,34.8,6.3,41.1
2013,52,0,Maryville,District,RLA,3rd through 8th,Asian,62,11.3,29,40.3,38.7,21,59.7
2013,52,0,Maryville,District,RLA,3rd through 8th,Native American,*,*,*,*,*,*,*
2013,52,0,Maryville,District,RLA,3rd through 8th,Hawaiian or Pacific Islander,*,*,*,*,*,*,*
2013,52,0,Maryville,District,RLA,3rd through 8th,Economically Disadvantaged,798,7.6,35.6,43.2,44.5,12.3,56.8
2013,52,0,Maryville,District,RLA,3rd through 8th,Students with Disabilities,294,16.7,37.4,54.1,30.6,15.3,45.9
2013,52,0,Maryville,District,RLA,3rd through 8th,English Language Learners,24,33.3,41.7,75,25,0,25
2013,52,0,Maryville,District,RLA,3rd through 8th,Black/Hispanic/Native American,178,7.8,48.9,56.7,34.3,9,43.3
2013,52,0,Maryville,District,RLA,3rd,All Students,380,3.1,25.3,28.4,51.1,20.5,71.6
2013,52,0,Maryville,District,RLA,3rd,White,339,2.7,22.4,25.1,52.5,22.4,74.9
2013,52,0,Maryville,District,RLA,3rd,Hispanic,10,10,50,60,30,10,40
2013,52,0,Maryville,District,RLA,3rd,Black,19,10.5,47.4,57.9,42.1,0,42.1
2013,52,0,Maryville,District,RLA,3rd,Asian,11,0,45.4,45.4,45.5,9.1,54.6
2013,52,0,Maryville,District,RLA,3rd,Native American,*,*,*,*,*,*,*
2013,52,0,Maryville,District,RLA,3rd,Hawaiian or Pacific Islander,,,,,,,
2013,52,0,Maryville,District,RLA,3rd,Economically Disadvantaged,145,3.5,37.9,41.4,47.6,11,58.6
2013,52,0,Maryville,District,RLA,3rd,Students with Disabilities,51,15.7,35.3,51,39.2,9.8,49
2013,52,0,Maryville,District,RLA,3rd,English Language Learners,*,*,*,*,*,*,*
2013,52,0,Maryville,District,RLA,3rd,Black/Hispanic/Native American,30,10,50,60,36.7,3.3,40
2013,52,0,Maryville,District,RLA,7th,All Students,456,6.3,22.4,28.7,37.3,34,71.3
2013,52,0,Maryville,District,RLA,7th,White,408,6.1,21.1,27.2,37.3,35.5,72.8
2013,52,0,Maryville,District,RLA,7th,Hispanic,13,0,53.8,53.8,30.8,15.4,46.2
2013,52,0,Maryville,District,RLA,7th,Black,17,11.8,23.5,35.3,47.1,17.6,64.7
2013,52,0,Maryville,District,RLA,7th,Asian,16,6.1,31.3,37.4,31.3,31.3,62.6
2013,52,0,Maryville,District,RLA,7th,Native American,*,*,*,*,*,*,*
2013,52,0,Maryville,District,RLA,7th,Hawaiian or Pacific Islander,*,*,*,*,*,*,*
2013,52,0,Maryville,District,RLA,7th,Economically Disadvantaged,150,12.7,31.3,44,37.3,18.7,56
2013,52,0,Maryville,District,RLA,7th,Students with Disabilities,43,25.6,27.9,53.5,34.9,11.6,46.5
2013,52,0,Maryville,District,RLA,7th,English Language Learners,*,*,*,*,*,*,*
2013,52,0,Maryville,District,RLA,7th,Black/Hispanic/Native American,31,9.7,35.5,45.2,38.7,16.1,54.8
2013,52,0,Maryville,District,Algebra I,9th through 12th,All Students,213,12.7,18.3,31,39,30,69
2013,52,0,Maryville,District,Algebra I,9th through 12th,White,180,11.7,19.4,31.1,38.3,30.6,68.9
2013,52,0,Maryville,District,Algebra I,9th through 12th,Hispanic,13,23,7.7,30.7,30.8,38.5,69.3
2013,52,0,Maryville,District,Algebra I,9th through 12th,Black,17,17.7,17.6,35.3,41.2,23.5,64.7
2013,52,0,Maryville,District,Algebra I,9th through 12th,Asian,*,*,*,*,*,*,*
2013,52,0,Maryville,District,Algebra I,9th through 12th,Native American,*,*,*,*,*,*,*
2013,52,0,Maryville,District,Algebra I,9th through 12th,Hawaiian or Pacific Islander,,,,,,,
2013,52,0,Maryville,District,Algebra I,9th through 12th,Economically Disadvantaged,63,25.4,23.8,49.2,36.5,14.3,50.8
2013,52,0,Maryville,District,Algebra I,9th through 12th,Students with Disabilities,29,41.5,10.3,51.8,31,17.2,48.2
2013,52,0,Maryville,District,Algebra I,9th through 12th,English Language Learners,*,*,*,*,*,*,*
2013,52,0,Maryville,District,Algebra I,9th through 12th,Black/Hispanic/Native American,31,19.4,12.9,32.3,38.7,29,67.7
2013,52,0,Maryville,District,Algebra II,9th through 12th,All Students,379,6.9,20.8,27.7,33.2,39.1,72.3
2013,52,0,Maryville,District,Algebra II,9th through 12th,White,342,6.1,19.9,26,33.6,40.4,74
2013,52,0,Maryville,District,Algebra II,9th through 12th,Hispanic,11,0,36.3,36.3,27.3,36.4,63.7
2013,52,0,Maryville,District,Algebra II,9th through 12th,Black,18,11.1,38.9,50,38.9,11.1,50
2013,52,0,Maryville,District,Algebra II,9th through 12th,Asian,*,*,*,*,*,*,*
2013,52,0,Maryville,District,Algebra II,9th through 12th,Native American,*,*,*,*,*,*,*
2013,52,0,Maryville,District,Algebra II,9th through 12th,Hawaiian or Pacific Islander,,,,,,,
2013,52,0,Maryville,District,Algebra II,9th through 12th,Economically Disadvantaged,79,8.9,38,46.9,35.4,17.7,53.1
2013,52,0,Maryville,District,Algebra II,9th through 12th,Students with Disabilities,26,26.9,46.2,73.1,26.9,0,26.9
2013,52,0,Maryville,District,Algebra II,9th through 12th,English Language Learners,,,,,,,
2013,52,0,Maryville,District,Algebra II,9th through 12th,Black/Hispanic/Native American,32,12.4,34.4,46.8,31.3,21.9,53.2
2013,52,0,Maryville,District,English II,9th through 12th,All Students,373,2.7,11,13.7,52.8,33.5,86.3
2013,52,0,Maryville,District,English II,9th through 12th,White,339,2.1,9.7,11.8,53.1,35.1,88.2
2013,52,0,Maryville,District,English II,9th through 12th,Hispanic,14,14.3,28.6,42.9,35.7,21.4,57.1
2013,52,0,Maryville,District,English II,9th through 12th,Black,10,0,20,20,80,0,80
2013,52,0,Maryville,District,English II,9th through 12th,Asian,*,*,*,*,*,*,*
2013,52,0,Maryville,District,English II,9th through 12th,Native American,*,*,*,*,*,*,*
2013,52,0,Maryville,District,English II,9th through 12th,Hawaiian or Pacific Islander,*,*,*,*,*,*,*
2013,52,0,Maryville,District,English II,9th through 12th,Economically Disadvantaged,99,8.1,19.2,27.3,59.6,13.1,72.7
2013,52,0,Maryville,District,English II,9th through 12th,Students with Disabilities,27,22.3,37,59.3,37,3.7,40.7
2013,52,0,Maryville,District,English II,9th through 12th,English Language Learners,,,,,,,
2013,52,0,Maryville,District,English II,9th through 12th,Black/Hispanic/Native American,25,12,24,36,52,12,64
2013,52,0,Maryville,District,English III,9th through 12th,All Students,303,5.3,22.1,27.4,34,38.6,72.6
2013,52,0,Maryville,District,English III,9th through 12th,White,276,4.7,21,25.7,35.5,38.8,74.3
2013,52,0,Maryville,District,English III,9th through 12th,Hispanic,*,*,*,*,*,*,*
2013,52,0,Maryville,District,English III,9th through 12th,Black,15,13.3,33.3,46.6,26.7,26.7,53.4
2013,52,0,Maryville,District,English III,9th through 12th,Asian,*,*,*,*,*,*,*
2013,52,0,Maryville,District,English III,9th through 12th,Native American,*,*,*,*,*,*,*
2013,52,0,Maryville,District,English III,9th through 12th,Hawaiian or Pacific Islander,,,,,,,
2013,52,0,Maryville,District,English III,9th through 12th,Economically Disadvantaged,73,12.4,34.2,46.6,35.6,17.8,53.4
2013,52,0,Maryville,District,English III,9th through 12th,Students with Disabilities,26,30.7,38.5,69.2,23.1,7.7,30.8
2013,52,0,Maryville,District,English III,9th through 12th,English Language Learners,,,,,,,
2013,52,0,Maryville,District,English III,9th through 12th,Black/Hispanic/Native American,23,13.1,39.1,52.2,17.4,30.4,47.8
2013,60,0,Bradley County,District,Math,3rd through 8th,All Students,4631,15.3,34.3,49.6,31.5,18.9,50.4
2013,60,0,Bradley County,District,Math,3rd through 8th,White,4279,15,33.7,48.7,32,19.3,51.3
2013,60,0,Bradley County,District,Math,3rd through 8th,Hispanic,170,17.1,43.5,60.6,25.9,13.5,39.4
2013,60,0,Bradley County,District,Math,3rd through 8th,Black,147,23.7,42.2,65.9,25.9,8.2,34.1
2013,60,0,Bradley County,District,Math,3rd through 8th,Asian,20,0,30,30,30,40,70
2013,60,0,Bradley County,District,Math,3rd through 8th,Native American,*,*,*,*,*,*,*
2013,60,0,Bradley County,District,Math,3rd through 8th,Hawaiian or Pacific Islander,*,*,*,*,*,*,*
2013,60,0,Bradley County,District,Math,3rd through 8th,Economically Disadvantaged,2541,21.7,39.1,60.8,27.7,11.5,39.2
2013,60,0,Bradley County,District,Math,3rd through 8th,Students with Disabilities,482,30.9,36.1,67,20.1,12.9,33
2013,60,0,Bradley County,District,Math,3rd through 8th,English Language Learners,62,13,53.2,66.2,30.6,3.2,33.8
2013,60,0,Bradley County,District,Math,3rd through 8th,Black/Hispanic/Native American,326,19.9,42.3,62.2,25.5,12.3,37.8
2013,60,0,Bradley County,District,Math,3rd,All Students,748,3.5,32.6,36.1,41.4,22.5,63.9
2013,60,0,Bradley County,District,Math,3rd,White,689,3.4,31.6,35,41.8,23.2,65
2013,60,0,Bradley County,District,Math,3rd,Hispanic,20,0,35,35,40,25,65
2013,60,0,Bradley County,District,Math,3rd,Black,34,8.9,52.9,61.8,35.3,2.9,38.2
2013,60,0,Bradley County,District,Math,3rd,Asian,*,*,*,*,*,*,*
2013,60,0,Bradley County,District,Math,3rd,Native American,*,*,*,*,*,*,*
2013,60,0,Bradley County,District,Math,3rd,Hawaiian or Pacific Islander,,,,,,,
2013,60,0,Bradley County,District,Math,3rd,Economically Disadvantaged,428,4.9,41.1,46,40,14,54
2013,60,0,Bradley County,District,Math,3rd,Students with Disabilities,81,6.2,40.7,46.9,34.6,18.5,53.1
2013,60,0,Bradley County,District,Math,3rd,English Language Learners,*,*,*,*,*,*,*
2013,60,0,Bradley County,District,Math,3rd,Black/Hispanic/Native American,57,5.3,45.6,50.9,36.8,12.3,49.1
2013,60,0,Bradley County,District,Math,7th,All Students,793,21.9,36.8,58.7,29.3,12,41.3
2013,60,0,Bradley County,District,Math,7th,White,736,21.7,36.4,58.1,30.2,11.7,41.9
2013,60,0,Bradley County,District,Math,7th,Hispanic,30,23.3,40,63.3,20,16.7,36.7
2013,60,0,Bradley County,District,Math,7th,Black,20,35,45,80,15,5,20
2013,60,0,Bradley County,District,Math,7th,Asian,*,*,*,*,*,*,*
2013,60,0,Bradley County,District,Math,7th,Native American,*,*,*,*,*,*,*
2013,60,0,Bradley County,District,Math,7th,Hawaiian or Pacific Islander,*,*,*,*,*,*,*
2013,60,0,Bradley County,District,Math,7th,Economically Disadvantaged,435,29.6,42.8,72.4,20.5,7.1,27.6
2013,60,0,Bradley County,District,Math,7th,Students with Disabilities,73,34.2,46.6,80.8,9.6,9.6,19.2
2013,60,0,Bradley County,District,Math,7th,English Language Learners,*,*,*,*,*,*,*
2013,60,0,Bradley County,District,Math,7th,Black/Hispanic/Native American,51,27.5,41.2,68.7,17.6,13.7,31.3
2013,60,0,Bradley County,District,RLA,3rd through 8th,All Students,4631,10.6,35.5,46.1,42.3,11.6,53.9
2013,60,0,Bradley County,District,RLA,3rd through 8th,White,4280,10.6,34.7,45.3,42.7,12,54.7
2013,60,0,Bradley County,District,RLA,3rd through 8th,Hispanic,169,7.7,44.4,52.1,41.4,6.5,47.9
2013,60,0,Bradley County,District,RLA,3rd through 8th,Black,147,12.2,49.7,61.9,32.7,5.4,38.1
2013,60,0,Bradley County,District,RLA,3rd through 8th,Asian,20,5,25,30,55,15,70
2013,60,0,Bradley County,District,RLA,3rd through 8th,Native American,*,*,*,*,*,*,*
2013,60,0,Bradley County,District,RLA,3rd through 8th,Hawaiian or Pacific Islander,*,*,*,*,*,*,*
2013,60,0,Bradley County,District,RLA,3rd through 8th,Economically Disadvantaged,2542,15.4,41.7,57.1,35.3,7.6,42.9
2013,60,0,Bradley County,District,RLA,3rd through 8th,Students with Disabilities,482,28.4,34.9,63.3,23.2,13.5,36.7
2013,60,0,Bradley County,District,RLA,3rd through 8th,English Language Learners,61,13.1,57.4,70.5,26.2,3.3,29.5
2013,60,0,Bradley County,District,RLA,3rd through 8th,Black/Hispanic/Native American,325,9.8,46.5,56.3,36.9,6.8,43.7
2013,60,0,Bradley County,District,RLA,3rd,All Students,747,7.4,36.4,43.8,45,11.2,56.2
2013,60,0,Bradley County,District,RLA,3rd,White,689,7.1,35.7,42.8,45.4,11.8,57.2
2013,60,0,Bradley County,District,RLA,3rd,Hispanic,19,5.2,47.4,52.6,42.1,5.3,47.4
2013,60,0,Bradley County,District,RLA,3rd,Black,34,11.7,47.1,58.8,35.3,5.9,41.2
2013,60,0,Bradley County,District,RLA,3rd,Asian,*,*,*,*,*,*,*
2013,60,0,Bradley County,District,RLA,3rd,Native American,*,*,*,*,*,*,*
2013,60,0,Bradley County,District,RLA,3rd,Hawaiian or Pacific Islander,,,,,,,
2013,60,0,Bradley County,District,RLA,3rd,Economically Disadvantaged,427,10.5,43.3,53.8,40.3,5.9,46.2
2013,60,0,Bradley County,District,RLA,3rd,Students with Disabilities,81,21,38.3,59.3,29.6,11.1,40.7
2013,60,0,Bradley County,District,RLA,3rd,English Language Learners,*,*,*,*,*,*,*
2013,60,0,Bradley County,District,RLA,3rd,Black/Hispanic/Native American,56,10.7,46.4,57.1,37.5,5.4,42.9
2013,60,0,Bradley County,District,RLA,7th,All Students,793,19.5,35.3,54.8,32.8,12.4,45.2
2013,60,0,Bradley County,District,RLA,7th,White,736,20.1,34.5,54.6,32.9,12.5,45.4
2013,60,0,Bradley County,District,RLA,7th,Hispanic,30,13.4,33.3,46.7,40,13.3,53.3
2013,60,0,Bradley County,District,RLA,7th,Black,20,15,65,80,20,0,20
2013,60,0,Bradley County,District,RLA,7th,Asian,*,*,*,*,*,*,*
2013,60,0,Bradley County,District,RLA,7th,Native American,*,*,*,*,*,*,*
2013,60,0,Bradley County,District,RLA,7th,Hawaiian or Pacific Islander,*,*,*,*,*,*,*
2013,60,0,Bradley County,District,RLA,7th,Economically Disadvantaged,435,28.1,40.7,68.8,24.1,7.1,31.2
2013,60,0,Bradley County,District,RLA,7th,Students with Disabilities,73,43.8,31.5,75.3,9.6,15.1,24.7
2013,60,0,Bradley County,District,RLA,7th,English Language Learners,*,*,*,*,*,*,*
2013,60,0,Bradley County,District,RLA,7th,Black/Hispanic/Native American,51,13.7,45.1,58.8,31.4,9.8,41.2
2013,60,0,Bradley County,District,Algebra I,9th through 12th,All Students,846,11.5,20,31.5,32.2,36.3,68.5
2013,60,0,Bradley County,District,Algebra I,9th through 12th,White,780,11.5,19.4,30.9,32.9,36.2,69.1
2013,60,0,Bradley County,District,Algebra I,9th through 12th,Hispanic,27,14.9,14.8,29.7,33.3,37,70.3
2013,60,0,Bradley County,District,Algebra I,9th through 12th,Black,31,9.6,35.5,45.1,19.4,35.5,54.9
2013,60,0,Bradley County,District,Algebra I,9th through 12th,Asian,*,*,*,*,*,*,*
2013,60,0,Bradley County,District,Algebra I,9th through 12th,Native American,*,*,*,*,*,*,*
2013,60,0,Bradley County,District,Algebra I,9th through 12th,Hawaiian or Pacific Islander,,,,,,,
2013,60,0,Bradley County,District,Algebra I,9th through 12th,Economically Disadvantaged,394,16,24.6,40.6,32.2,27.2,59.4
2013,60,0,Bradley County,District,Algebra I,9th through 12th,Students with Disabilities,57,29.8,42.1,71.9,26.3,1.8,28.1
2013,60,0,Bradley County,District,Algebra I,9th through 12th,English Language Learners,*,*,*,*,*,*,*
2013,60,0,Bradley County,District,Algebra I,9th through 12th,Black/Hispanic/Native American,61,13.1,27.9,41,24.6,34.4,59
2013,60,0,Bradley County,District,Algebra II,9th through 12th,All Students,684,17,35.5,52.5,35.2,12.3,47.5
2013,60,0,Bradley County,District,Algebra II,9th through 12th,White,636,16.5,35.2,51.7,35.2,13.1,48.3
2013,60,0,Bradley County,District,Algebra II,9th through 12th,Hispanic,22,27.3,40.9,68.2,27.3,4.5,31.8
2013,60,0,Bradley County,District,Algebra II,9th through 12th,Black,23,21.8,30.4,52.2,47.8,0,47.8
2013,60,0,Bradley County,District,Algebra II,9th through 12th,Asian,,,,,,,
2013,60,0,Bradley County,District,Algebra II,9th through 12th,Native American,*,*,*,*,*,*,*
2013,60,0,Bradley County,District,Algebra II,9th through 12th,Hawaiian or Pacific Islander,*,*,*,*,*,*,*
2013,60,0,Bradley County,District,Algebra II,9th through 12th,Economically Disadvantaged,311,22.9,39.5,62.4,32.8,4.8,37.6
2013,60,0,Bradley County,District,Algebra II,9th through 12th,Students with Disabilities,16,37.5,50,87.5,12.5,0,12.5
2013,60,0,Bradley County,District,Algebra II,9th through 12th,English Language Learners,*,*,*,*,*,*,*
2013,60,0,Bradley County,District,Algebra II,9th through 12th,Black/Hispanic/Native American,47,23.4,38.3,61.7,36.2,2.1,38.3
2013,60,0,Bradley County,District,English II,9th through 12th,All Students,808,9.2,30.4,39.6,54.2,6.2,60.4
2013,60,0,Bradley County,District,English II,9th through 12th,White,744,8.1,29.8,37.9,55.6,6.5,62.1
2013,60,0,Bradley County,District,English II,9th through 12th,Hispanic,23,26.1,17.4,43.5,56.5,0,56.5
2013,60,0,Bradley County,District,English II,9th through 12th,Black,36,16.6,52.8,69.4,25,5.6,30.6
2013,60,0,Bradley County,District,English II,9th through 12th,Asian,*,*,*,*,*,*,*
2013,60,0,Bradley County,District,English II,9th through 12th,Native American,*,*,*,*,*,*,*
2013,60,0,Bradley County,District,English II,9th through 12th,Hawaiian or Pacific Islander,,,,,,,
2013,60,0,Bradley County,District,English II,9th through 12th,Economically Disadvantaged,399,13,35.1,48.1,47.9,4,51.9
2013,60,0,Bradley County,District,English II,9th through 12th,Students with Disabilities,57,31.6,45.6,77.2,22.8,0,22.8
2013,60,0,Bradley County,District,English II,9th through 12th,English Language Learners,,,,,,,
2013,60,0,Bradley County,District,English II,9th through 12th,Black/Hispanic/Native American,62,22.6,37.1,59.7,37.1,3.2,40.3
2013,60,0,Bradley County,District,English III,9th through 12th,All Students,723,22.2,35,57.2,29.5,13.3,42.8
2013,60,0,Bradley County,District,English III,9th through 12th,White,670,22,34.5,56.5,30.1,13.4,43.5
2013,60,0,Bradley County,District,English III,9th through 12th,Hispanic,25,28,40,68,20,12,32
2013,60,0,Bradley County,District,English III,9th through 12th,Black,24,29.2,45.8,75,12.5,12.5,25
2013,60,0,Bradley County,District,English III,9th through 12th,Asian,*,*,*,*,*,*,*
2013,60,0,Bradley County,District,English III,9th through 12th,Native American,*,*,*,*,*,*,*
2013,60,0,Bradley County,District,English III,9th through 12th,Hawaiian or Pacific Islander,*,*,*,*,*,*,*
2013,60,0,Bradley County,District,English III,9th through 12th,Economically Disadvantaged,339,33.7,34.5,68.2,23,8.8,31.8
2013,60,0,Bradley County,District,English III,9th through 12th,Students with Disabilities,65,70.8,23.1,93.9,4.6,1.5,6.1
2013,60,0,Bradley County,District,English III,9th through 12th,English Language Learners,*,*,*,*,*,*,*
2013,60,0,Bradley County,District,English III,9th through 12th,Black/Hispanic/Native American,51,27.5,43.1,70.6,17.6,11.8,29.4
2013,61,0,Cleveland,District,Math,3rd through 8th,All Students,2407,15.5,32.7,48.2,31.2,20.6,51.8
2013,61,0,Cleveland,District,Math,3rd through 8th,White,1698,15,30.3,45.3,31.6,23.1,54.7
2013,61,0,Cleveland,District,Math,3rd through 8th,Hispanic,287,13.2,33.8,47,38,15,53
