year,system,system_name,school,school_name,subject,grade,subgroup,valid_tests,n_below_bsc,n_bsc,n_prof,n_adv,pct_below_bsc,pct_bsc,pct_prof,pct_adv,pct_bsc_and_below,pct_prof_adv
2013,0,State,0,State,Science,7,All Students,74476,9640,17491,32108,15237,12.9,23.5,43.1,20.5,36.4,63.6
2013,0,State,0,State,Science,7,White,50264,4314,9940,23419,12591,8.6,19.8,46.6,25,28.4,71.6
2013,0,State,0,State,Science,7,Hispanic,4629,757,1374,1916,582,16.3,29.7,41.4,12.6,46,54
2013,0,State,0,State,Science,7,Black,17924,4456,5944,6085,1439,24.9,33.2,33.9,8,58.1,41.9
2013,0,State,0,State,Science,7,Asian,1342,81,163,545,553,6.1,12.1,40.6,41.2,18.2,81.8
2013,0,State,0,State,Science,7,Native American,220,21,48,104,47,9.5,21.8,47.3,21.4,31.3,68.7
2013,0,State,0,State,Science,7,Hawaiian or Pacific Islander,97,11,22,39,25,11.3,22.7,40.2,25.8,34,66
2013,0,State,0,State,Science,7,Economically Disadvantaged,41644,7754,12393,16657,4840,18.6,29.8,40,11.6,48.4,51.6
2013,0,State,0,State,Science,7,Students with Disabilities,9280,2976,2799,2182,1323,32,30.2,23.5,14.3,62.2,37.8
2013,0,State,0,State,Science,7,English Language Learners,1115,531,403,156,25,47.7,36.1,14,2.2,83.8,16.2
2013,0,State,0,State,Science,7,English Language Learners with T1/T2,1925,630,724,491,80,32.7,37.6,25.5,4.2,70.3,29.7
2013,0,State,0,State,Science,7,Black/Hispanic/Native American,22773,5234,7366,8105,2068,23,32.3,35.6,9.1,55.3,44.7
2013,0,State,0,State,Science,8,All Students,72755,8250,18021,29484,17000,11.3,24.8,40.5,23.4,36.1,63.9
2013,0,State,0,State,Science,8,White,49635,3601,10265,21607,14162,7.3,20.7,43.5,28.5,28,72
2013,0,State,0,State,Science,8,Hispanic,4067,590,1248,1641,588,14.5,30.7,40.3,14.5,45.2,54.8
2013,0,State,0,State,Science,8,Black,17637,3978,6287,5695,1677,22.6,35.6,32.3,9.5,58.2,41.8
2013,0,State,0,State,Science,8,Asian,1117,60,159,417,481,5.4,14.2,37.3,43.1,19.6,80.4
2013,0,State,0,State,Science,8,Native American,202,13,50,78,61,6.4,24.8,38.6,30.2,31.2,68.8
2013,0,State,0,State,Science,8,Hawaiian or Pacific Islander,97,8,12,46,31,8.2,12.4,47.4,32,20.6,79.4
2013,0,State,0,State,Science,8,Economically Disadvantaged,40046,6613,12438,15290,5705,16.5,31.1,38.2,14.2,47.6,52.4
2013,0,State,0,State,Science,8,Students with Disabilities,8864,2881,2872,1805,1306,32.5,32.4,20.4,14.7,64.9,35.1
2013,0,State,0,State,Science,8,English Language Learners,899,423,340,115,21,47.1,37.8,12.8,2.3,84.9,15.1
2013,0,State,0,State,Science,8,English Language Learners with T1/T2,1417,494,552,311,60,34.9,39,21.9,4.2,73.9,26.1
2013,0,State,0,State,Science,8,Black/Hispanic/Native American,21906,4581,7585,7414,2326,21,34.6,33.8,10.6,55.6,44.4
2013,0,State,0,State,Social Studies,All Grades,All Students,443960,43,67369,182435,194113,0,15.2,41.1,43.7,15.2,84.8
2013,0,State,0,State,Social Studies,All Grades,White,297306,29,30546,113292,153439,0,10.3,38.1,51.6,10.3,89.7
2013,0,State,0,State,Social Studies,All Grades,Hispanic,30717,2,5536,14994,10185,0,18,48.8,33.2,18,82
2013,0,State,0,State,Social Studies,All Grades,Black,105567,11,30498,51169,23889,0,28.9,48.5,22.6,28.9,71.1
2013,0,State,0,State,Social Studies,All Grades,Asian,8518,1,586,2220,5711,0,6.9,26.1,67,6.9,93.1
2013,0,State,0,State,Social Studies,All Grades,Native American,1227,0,149,528,550,0.1,12.1,43,44.8,12.2,87.8
2013,0,State,0,State,Social Studies,All Grades,Hawaiian or Pacific Islander,625,0,54,232,339,0.1,8.6,37.1,54.2,8.7,91.3
2013,0,State,0,State,Social Studies,All Grades,Economically Disadvantaged,254218,38,54595,122306,77279,0,21.5,48.1,30.4,21.5,78.5
2013,0,State,0,State,Social Studies,All Grades,Students with Disabilities,59891,43,24812,22992,12044,0.1,41.4,38.4,20.1,41.5,58.5
2013,0,State,0,State,Social Studies,All Grades,English Language Learners,10843,1,4199,5277,1366,0,38.7,48.7,12.6,38.7,61.3
2013,0,State,0,State,Social Studies,All Grades,English Language Learners with T1/T2,17119,1,4826,8680,3612,0,28.2,50.7,21.1,28.2,71.8
2013,0,State,0,State,Social Studies,All Grades,Black/Hispanic/Native American,137511,13,36183,66691,34624,0,26.3,48.5,25.2,26.3,73.7
2013,0,State,0,State,Social Studies,3,All Students,74293,5,11863,27159,35266,0,15.9,36.6,47.5,15.9,84.1
2013,0,State,0,State,Social Studies,3,White,49204,5,5457,16355,27387,0,11.1,33.2,55.7,11.1,88.9
2013,0,State,0,State,Social Studies,3,Hispanic,5929,0,1077,2692,2160,0,18.2,45.4,36.4,18.2,81.8
2013,0,State,0,State,Social Studies,3,Black,17258,0,5192,7599,4467,0,30.1,44,25.9,30.1,69.9
2013,0,State,0,State,Social Studies,3,Asian,1578,0,102,391,1085,0,6.4,24.8,68.8,6.4,93.6
2013,0,State,0,State,Social Studies,3,Native American,210,0,26,76,108,0,12.4,36.2,51.4,12.4,87.6
2013,0,State,0,State,Social Studies,3,Hawaiian or Pacific Islander,114,0,9,46,59,0,7.8,40.4,51.8,7.8,92.2
2013,0,State,0,State,Social Studies,3,Economically Disadvantaged,44095,4,9825,19169,15097,0,22.3,43.5,34.2,22.3,77.7
2013,0,State,0,State,Social Studies,3,Students with Disabilities,10469,5,4112,3944,2408,0,39.3,37.7,23,39.3,60.7
2013,0,State,0,State,Social Studies,3,English Language Learners,2898,0,901,1424,573,0,31.1,49.1,19.8,31.1,68.9
2013,0,State,0,State,Social Studies,3,English Language Learners with T1/T2,4611,0,1014,2250,1347,0,22,48.8,29.2,22,78
2013,0,State,0,State,Social Studies,3,Black/Hispanic/Native American,23397,0,6295,10367,6735,0,26.9,44.3,28.8,26.9,73.1
2013,0,State,0,State,Social Studies,4,All Students,73801,11,9190,27939,36661,0,12.4,37.9,49.7,12.4,87.6
2013,0,State,0,State,Social Studies,4,White,48801,6,4140,16222,28433,0,8.5,33.2,58.3,8.5,91.5
2013,0,State,0,State,Social Studies,4,Hispanic,5603,1,845,2692,2065,0,15.1,48,36.9,15.1,84.9
2013,0,State,0,State,Social Studies,4,Black,17540,4,4101,8541,4894,0,23.4,48.7,27.9,23.4,76.6
2013,0,State,0,State,Social Studies,4,Asian,1563,0,82,370,1111,0,5.2,23.7,71.1,5.2,94.8
2013,0,State,0,State,Social Studies,4,Native American,179,0,14,78,87,0,7.8,43.6,48.6,7.8,92.2
2013,0,State,0,State,Social Studies,4,Hawaiian or Pacific Islander,115,0,8,36,71,0,7,31.3,61.7,7,93
2013,0,State,0,State,Social Studies,4,Economically Disadvantaged,43202,10,7601,20083,15508,0,17.6,46.5,35.9,17.6,82.4
2013,0,State,0,State,Social Studies,4,Students with Disabilities,10713,11,4039,4228,2435,0.1,37.7,39.5,22.7,37.8,62.2
2013,0,State,0,State,Social Studies,4,English Language Learners,2639,0,704,1523,412,0,26.7,57.7,15.6,26.7,73.3
2013,0,State,0,State,Social Studies,4,English Language Learners with T1/T2,3802,0,772,2089,941,0,20.3,54.9,24.8,20.3,79.7
2013,0,State,0,State,Social Studies,4,Black/Hispanic/Native American,23322,5,4960,11311,7046,0,21.3,48.5,30.2,21.3,78.7
2013,0,State,0,State,Social Studies,5,All Students,73808,13,9600,26681,37514,0.1,13,36.1,50.8,13.1,86.9
2013,0,State,0,State,Social Studies,5,White,49266,9,4068,15761,29428,0,8.3,32,59.7,8.3,91.7
2013,0,State,0,State,Social Studies,5,Hispanic,5340,1,873,2409,2057,0.1,16.3,45.1,38.5,16.4,83.6
2013,0,State,0,State,Social Studies,5,Black,17487,3,4553,8091,4840,0,26,46.3,27.7,26,74
2013,0,State,0,State,Social Studies,5,Asian,1421,0,78,313,1030,0,5.5,22,72.5,5.5,94.5
2013,0,State,0,State,Social Studies,5,Native American,204,0,27,76,101,0,13.2,37.3,49.5,13.2,86.8
2013,0,State,0,State,Social Studies,5,Hawaiian or Pacific Islander,90,**,**,**,**,**,**,**,**,**,**
2013,0,State,0,State,Social Studies,5,Economically Disadvantaged,42812,13,7946,19195,15658,0,18.6,44.8,36.6,18.6,81.4
2013,0,State,0,State,Social Studies,5,Students with Disabilities,10523,13,3867,4292,2351,0.2,36.7,40.8,22.3,36.9,63.1
2013,0,State,0,State,Social Studies,5,English Language Learners,2027,0,744,1042,241,0,36.7,51.4,11.9,36.7,63.3
2013,0,State,0,State,Social Studies,5,English Language Learners with T1/T2,2833,0,783,1421,629,0,27.6,50.2,22.2,27.6,72.4
2013,0,State,0,State,Social Studies,5,Black/Hispanic/Native American,23031,4,5453,10576,6998,0,23.7,45.9,30.4,23.7,76.3
2013,0,State,0,State,Social Studies,6,All Students,74299,4,9756,33136,31403,0,13.1,44.6,42.3,13.1,86.9
2013,0,State,0,State,Social Studies,6,White,49791,4,4508,20575,24704,0,9.1,41.3,49.6,9.1,90.9
2013,0,State,0,State,Social Studies,6,Hispanic,5143,0,797,2665,1681,0,15.5,51.8,32.7,15.5,84.5
2013,0,State,0,State,Social Studies,6,Black,17643,0,4333,9410,3900,0,24.6,53.3,22.1,24.6,75.4
2013,0,State,0,State,Social Studies,6,Asian,1402,0,80,347,975,0,5.7,24.8,69.5,5.7,94.3
2013,0,State,0,State,Social Studies,6,Native American,211,0,28,103,80,0,13.3,48.8,37.9,13.3,86.7
2013,0,State,0,State,Social Studies,6,Hawaiian or Pacific Islander,109,0,10,36,63,0,9.2,33,57.8,9.2,90.8
2013,0,State,0,State,Social Studies,6,Economically Disadvantaged,42510,3,7840,22426,12241,0,18.4,52.8,28.8,18.4,81.6
2013,0,State,0,State,Social Studies,6,Students with Disabilities,10106,4,4588,3769,1745,0,45.4,37.3,17.3,45.4,54.6
2013,0,State,0,State,Social Studies,6,English Language Learners,1281,1,549,647,84,0,42.9,50.5,6.6,42.9,57.1
2013,0,State,0,State,Social Studies,6,English Language Learners with T1/T2,2545,1,646,1436,462,0,25.4,56.4,18.2,25.4,74.6
2013,0,State,0,State,Social Studies,6,Black/Hispanic/Native American,22997,0,5158,12178,5661,0,22.4,53,24.6,22.4,77.6
2013,0,State,0,State,Social Studies,7,All Students,74359,5,13866,34404,26084,0,18.6,46.3,35.1,18.6,81.4
2013,0,State,0,State,Social Studies,7,White,50211,3,6272,22762,21174,0,12.5,45.3,42.2,12.5,87.5
2013,0,State,0,State,Social Studies,7,Hispanic,4615,0,1015,2410,1190,0,22,52.2,25.8,22,78
2013,0,State,0,State,Social Studies,7,Black,17877,2,6409,8674,2792,0,35.9,48.5,15.6,35.9,64.1
2013,0,State,0,State,Social Studies,7,Asian,1339,0,125,411,803,0,9.3,30.7,60,9.3,90.7
2013,0,State,0,State,Social Studies,7,Native American,220,0,29,106,85,0,13.2,48.2,38.6,13.2,86.8
2013,0,State,0,State,Social Studies,7,Hawaiian or Pacific Islander,97,0,16,41,40,0,16.5,42.3,41.2,16.5,83.5
2013,0,State,0,State,Social Studies,7,Economically Disadvantaged,41560,3,11113,21261,9183,0,26.7,51.2,22.1,26.7,73.3
2013,0,State,0,State,Social Studies,7,Students with Disabilities,9250,5,4243,3545,1457,0,45.9,38.3,15.8,45.9,54.1
2013,0,State,0,State,Social Studies,7,English Language Learners,1106,0,690,381,35,0,62.4,34.4,3.2,62.4,37.6
2013,0,State,0,State,Social Studies,7,English Language Learners with T1/T2,1915,0,850,909,156,0,44.4,47.5,8.1,44.4,55.6
2013,0,State,0,State,Social Studies,7,Black/Hispanic/Native American,22712,2,7453,11190,4067,0,32.8,49.3,17.9,32.8,67.2
2013,0,State,0,State,Social Studies,8,All Students,73400,5,13094,33116,27185,0.1,17.8,45.1,37,17.9,82.1
2013,0,State,0,State,Social Studies,8,White,50033,2,6101,21617,22313,0,12.2,43.2,44.6,12.2,87.8
2013,0,State,0,State,Social Studies,8,Hispanic,4087,0,929,2126,1032,0,22.7,52,25.3,22.7,77.3
2013,0,State,0,State,Social Studies,8,Black,17762,2,5910,8854,2996,0,33.3,49.8,16.9,33.3,66.7
2013,0,State,0,State,Social Studies,8,Asian,1215,1,119,388,707,0.1,9.8,31.9,58.2,9.9,90.1
2013,0,State,0,State,Social Studies,8,Native American,203,0,25,89,89,0.1,12.3,43.8,43.8,12.4,87.6
2013,0,State,0,State,Social Studies,8,Hawaiian or Pacific Islander,100,0,10,42,48,0,10,42,48,10,90
2013,0,State,0,State,Social Studies,8,Economically Disadvantaged,40039,5,10270,20172,9592,0,25.6,50.4,24,25.6,74.4
2013,0,State,0,State,Social Studies,8,Students with Disabilities,8830,5,3963,3214,1648,0,44.9,36.4,18.7,44.9,55.1
2013,0,State,0,State,Social Studies,8,English Language Learners,892,0,611,260,21,0,68.5,29.1,2.4,68.5,31.5
2013,0,State,0,State,Social Studies,8,English Language Learners with T1/T2,1413,0,761,575,77,0,53.9,40.7,5.4,53.9,46.1
2013,0,State,0,State,Social Studies,8,Black/Hispanic/Native American,22052,2,6864,11069,4117,0,31.1,50.2,18.7,31.1,68.9
2013,0,State,0,State,Algebra I,All Grades,All Students,77890,10585,16802,22453,28050,13.6,21.6,28.8,36,35.2,64.8
2013,0,State,0,State,Algebra I,All Grades,White,52141,5272,9811,15260,21798,10.1,18.8,29.3,41.8,28.9,71.1
2013,0,State,0,State,Algebra I,All Grades,Hispanic,4460,696,1090,1348,1326,15.7,24.4,30.2,29.7,40.1,59.9
2013,0,State,0,State,Algebra I,All Grades,Black,19529,4493,5693,5485,3858,22.9,29.2,28.1,19.8,52.1,47.9
2013,0,State,0,State,Algebra I,All Grades,Asian,1422,78,131,274,939,5.5,9.2,19.3,66,14.7,85.3
2013,0,State,0,State,Algebra I,All Grades,Native American,216,31,54,59,72,14.4,25,27.3,33.3,39.4,60.6
2013,0,State,0,State,Algebra I,All Grades,Hawaiian or Pacific Islander,107,9,19,24,55,8.4,17.8,22.4,51.4,26.2,73.8
2013,0,State,0,State,Algebra I,All Grades,Economically Disadvantaged,40213,7810,10814,11834,9755,19.4,26.9,29.4,24.3,46.3,53.7
2013,0,State,0,State,Algebra I,All Grades,Students with Disabilities,8306,3340,2622,1326,1018,40.1,31.6,16,12.3,71.7,28.3
2013,0,State,0,State,Algebra I,All Grades,English Language Learners,1009,437,312,166,94,43.3,30.9,16.5,9.3,74.2,25.8
2013,0,State,0,State,Algebra I,All Grades,English Language Learners with T1/T2,1642,508,510,376,248,30.9,31.1,22.9,15.1,62,38
2013,0,State,0,State,Algebra I,All Grades,Black/Hispanic/Native American,24205,5220,6837,6892,5256,21.6,28.2,28.5,21.7,49.8,50.2
2013,0,State,0,State,Algebra I,7,All Students,624,**,**,**,**,**,**,**,**,**,**
2013,0,State,0,State,Algebra I,7,White,459,**,**,**,**,**,**,**,**,**,**
2013,0,State,0,State,Algebra I,7,Hispanic,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Algebra I,7,Black,42,**,**,**,**,**,**,**,**,**,**
2013,0,State,0,State,Algebra I,7,Asian,113,**,**,**,**,**,**,**,**,**,**
2013,0,State,0,State,Algebra I,7,Native American,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Algebra I,7,Hawaiian or Pacific Islander,,,,,,,,,,,
2013,0,State,0,State,Algebra I,7,Economically Disadvantaged,59,0,4,11,44,0,6.8,18.6,74.6,6.8,93.2
2013,0,State,0,State,Algebra I,7,Students with Disabilities,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Algebra I,7,English Language Learners,,,,,,,,,,,
2013,0,State,0,State,Algebra I,7,English Language Learners with T1/T2,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Algebra I,7,Black/Hispanic/Native American,52,**,**,**,**,**,**,**,**,**,**
2013,0,State,0,State,Algebra I,8,All Students,9285,**,**,**,**,**,**,**,**,**,**
2013,0,State,0,State,Algebra I,8,White,6519,**,**,**,**,**,**,**,**,**,**
2013,0,State,0,State,Algebra I,8,Hispanic,419,4,17,99,299,0.9,4.1,23.6,71.4,5,95
2013,0,State,0,State,Algebra I,8,Black,1881,46,215,599,1021,2.5,11.4,31.8,54.3,13.9,86.1
2013,0,State,0,State,Algebra I,8,Asian,424,**,**,**,**,**,**,**,**,**,**
2013,0,State,0,State,Algebra I,8,Native American,17,0,1,2,14,0,5.8,11.8,82.4,5.8,94.2
2013,0,State,0,State,Algebra I,8,Hawaiian or Pacific Islander,25,**,**,**,**,**,**,**,**,**,**
2013,0,State,0,State,Algebra I,8,Economically Disadvantaged,2804,41,219,761,1783,1.5,7.8,27.1,63.6,9.3,90.7
2013,0,State,0,State,Algebra I,8,Students with Disabilities,109,8,18,25,58,7.4,16.5,22.9,53.2,23.9,76.1
2013,0,State,0,State,Algebra I,8,English Language Learners,27,4,4,5,14,14.8,14.8,18.5,51.9,29.6,70.4
2013,0,State,0,State,Algebra I,8,English Language Learners with T1/T2,65,4,5,14,42,6.2,7.7,21.5,64.6,13.9,86.1
2013,0,State,0,State,Algebra I,8,Black/Hispanic/Native American,2317,50,233,700,1334,2.1,10.1,30.2,57.6,12.2,87.8
2013,0,State,0,State,Algebra I,9,All Students,58546,6549,13119,19253,19625,11.2,22.4,32.9,33.5,33.6,66.4
2013,0,State,0,State,Algebra I,9,White,38970,2896,7436,13209,15429,7.4,19.1,33.9,39.6,26.5,73.5
2013,0,State,0,State,Algebra I,9,Hispanic,3531,493,894,1154,990,14,25.3,32.7,28,39.3,60.7
2013,0,State,0,State,Algebra I,9,Black,14999,3082,4634,4589,2694,20.5,30.9,30.6,18,51.4,48.6
2013,0,State,0,State,Algebra I,9,Asian,798,51,95,230,422,6.4,11.9,28.8,52.9,18.3,81.7
2013,0,State,0,State,Algebra I,9,Native American,165,22,40,46,57,13.4,24.2,27.9,34.5,37.6,62.4
2013,0,State,0,State,Algebra I,9,Hawaiian or Pacific Islander,74,5,16,22,31,6.8,21.6,29.7,41.9,28.4,71.6
2013,0,State,0,State,Algebra I,9,Economically Disadvantaged,30880,4865,8331,10088,7596,15.7,27,32.7,24.6,42.7,57.3
2013,0,State,0,State,Algebra I,9,Students with Disabilities,3842,1110,1191,839,702,28.9,31,21.8,18.3,59.9,40.1
2013,0,State,0,State,Algebra I,9,English Language Learners,756,320,230,137,69,42.4,30.4,18.1,9.1,72.8,27.2
2013,0,State,0,State,Algebra I,9,English Language Learners with T1/T2,1306,374,415,327,190,28.7,31.8,25,14.5,60.5,39.5
2013,0,State,0,State,Algebra I,9,Black/Hispanic/Native American,18695,3597,5568,5789,3741,19.2,29.8,31,20,49,51
2013,0,State,0,State,Algebra I,10,All Students,7838,3266,2869,1326,377,41.7,36.6,16.9,4.8,78.3,21.7
2013,0,State,0,State,Algebra I,10,White,5307,2021,1997,1005,284,38.1,37.6,18.9,5.4,75.7,24.3
2013,0,State,0,State,Algebra I,10,Hispanic,416,159,151,84,22,38.2,36.3,20.2,5.3,74.5,25.5
2013,0,State,0,State,Algebra I,10,Black,2015,1050,684,216,65,52.2,33.9,10.7,3.2,86.1,13.9
2013,0,State,0,State,Algebra I,10,Asian,61,22,24,9,6,36.1,39.3,14.8,9.8,75.4,24.6
2013,0,State,0,State,Algebra I,10,Native American,28,7,10,11,0,25,35.7,39.3,0,60.7,39.3
2013,0,State,0,State,Algebra I,10,Hawaiian or Pacific Islander,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Algebra I,10,Economically Disadvantaged,5347,2374,1920,832,221,44.4,35.9,15.6,4.1,80.3,19.7
2013,0,State,0,State,Algebra I,10,Students with Disabilities,3729,1896,1266,409,158,50.8,34,11,4.2,84.8,15.2
2013,0,State,0,State,Algebra I,10,English Language Learners,191,95,68,21,7,49.7,35.6,11,3.7,85.3,14.7
2013,0,State,0,State,Algebra I,10,English Language Learners with T1/T2,229,109,80,30,10,47.6,34.9,13.1,4.4,82.5,17.5
2013,0,State,0,State,Algebra I,10,Black/Hispanic/Native American,2459,1216,845,311,87,49.5,34.4,12.6,3.5,83.9,16.1
2013,0,State,0,State,Algebra I,11,All Students,985,472,298,127,88,47.9,30.3,12.9,8.9,78.2,21.8
2013,0,State,0,State,Algebra I,11,White,591,251,193,83,64,42.5,32.7,14,10.8,75.2,24.8
2013,0,State,0,State,Algebra I,11,Hispanic,55,29,17,5,4,52.7,30.9,9.1,7.3,83.6,16.4
2013,0,State,0,State,Algebra I,11,Black,325,187,83,39,16,57.6,25.5,12,4.9,83.1,16.9
2013,0,State,0,State,Algebra I,11,Asian,11,3,4,0,4,27.2,36.4,0,36.4,63.6,36.4
2013,0,State,0,State,Algebra I,11,Native American,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Algebra I,11,Hawaiian or Pacific Islander,,,,,,,,,,,
2013,0,State,0,State,Algebra I,11,Economically Disadvantaged,708,353,216,81,58,49.9,30.5,11.4,8.2,80.4,19.6
2013,0,State,0,State,Algebra I,11,Students with Disabilities,427,242,98,36,51,56.7,23,8.4,11.9,79.7,20.3
2013,0,State,0,State,Algebra I,11,English Language Learners,30,16,10,2,2,53.3,33.3,6.7,6.7,86.6,13.4
2013,0,State,0,State,Algebra I,11,English Language Learners with T1/T2,33,18,10,3,2,54.5,30.3,9.1,6.1,84.8,15.2
2013,0,State,0,State,Algebra I,11,Black/Hispanic/Native American,382,217,101,44,20,56.9,26.4,11.5,5.2,83.3,16.7
2013,0,State,0,State,Algebra I,12,All Students,410,180,109,58,63,43.9,26.6,14.1,15.4,70.5,29.5
2013,0,State,0,State,Algebra I,12,White,170,68,40,25,37,40,23.5,14.7,21.8,63.5,36.5
2013,0,State,0,State,Algebra I,12,Hispanic,19,8,6,4,1,42,31.6,21.1,5.3,73.6,26.4
2013,0,State,0,State,Algebra I,12,Black,216,103,61,29,23,47.8,28.2,13.4,10.6,76,24
2013,0,State,0,State,Algebra I,12,Asian,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Algebra I,12,Native American,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Algebra I,12,Hawaiian or Pacific Islander,,,,,,,,,,,
2013,0,State,0,State,Algebra I,12,Economically Disadvantaged,291,131,82,39,39,45,28.2,13.4,13.4,73.2,26.8
2013,0,State,0,State,Algebra I,12,Students with Disabilities,171,74,40,16,41,43.2,23.4,9.4,24,66.6,33.4
2013,0,State,0,State,Algebra I,12,English Language Learners,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Algebra I,12,English Language Learners with T1/T2,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Algebra I,12,Black/Hispanic/Native American,237,111,69,33,24,46.9,29.1,13.9,10.1,76,24
2013,0,State,0,State,Algebra I,Missing Grade,All Students,202,56,53,39,54,27.8,26.2,19.3,26.7,54,46
2013,0,State,0,State,Algebra I,Missing Grade,White,125,25,34,29,37,20,27.2,23.2,29.6,47.2,52.8
2013,0,State,0,State,Algebra I,Missing Grade,Hispanic,11,3,5,2,1,27.2,45.5,18.2,9.1,72.7,27.3
2013,0,State,0,State,Algebra I,Missing Grade,Black,51,25,14,8,4,49,27.5,15.7,7.8,76.5,23.5
2013,0,State,0,State,Algebra I,Missing Grade,Asian,12,**,**,**,**,**,**,**,**,**,**
2013,0,State,0,State,Algebra I,Missing Grade,Native American,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Algebra I,Missing Grade,Hawaiian or Pacific Islander,,,,,,,,,,,
2013,0,State,0,State,Algebra I,Missing Grade,Economically Disadvantaged,124,46,42,22,14,37.1,33.9,17.7,11.3,71,29
2013,0,State,0,State,Algebra I,Missing Grade,Students with Disabilities,21,10,8,1,2,47.6,38.1,4.8,9.5,85.7,14.3
2013,0,State,0,State,Algebra I,Missing Grade,English Language Learners,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Algebra I,Missing Grade,English Language Learners with T1/T2,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Algebra I,Missing Grade,Black/Hispanic/Native American,63,29,19,10,5,46,30.2,15.9,7.9,76.2,23.8
2013,0,State,0,State,Algebra II,All Grades,All Students,64384,15386,21899,18438,8661,23.9,34,28.6,13.5,57.9,42.1
2013,0,State,0,State,Algebra II,All Grades,White,44101,7895,14549,14293,7364,17.9,33,32.4,16.7,50.9,49.1
2013,0,State,0,State,Algebra II,All Grades,Hispanic,3453,1044,1225,888,296,30.2,35.5,25.7,8.6,65.7,34.3
2013,0,State,0,State,Algebra II,All Grades,Black,15308,6250,5775,2766,517,40.8,37.7,18.1,3.4,78.5,21.5
2013,0,State,0,State,Algebra II,All Grades,Asian,1229,123,241,411,454,10.1,19.6,33.4,36.9,29.7,70.3
2013,0,State,0,State,Algebra II,All Grades,Native American,167,38,63,49,17,22.8,37.7,29.3,10.2,60.5,39.5
2013,0,State,0,State,Algebra II,All Grades,Hawaiian or Pacific Islander,86,19,29,25,13,22.1,33.7,29.1,15.1,55.8,44.2
2013,0,State,0,State,Algebra II,All Grades,Economically Disadvantaged,29448,9868,11182,6730,1668,33.4,38,22.9,5.7,71.4,28.6
2013,0,State,0,State,Algebra II,All Grades,Students with Disabilities,2733,1442,907,331,53,52.8,33.2,12.1,1.9,86,14
2013,0,State,0,State,Algebra II,All Grades,English Language Learners,657,363,200,75,19,55.3,30.4,11.4,2.9,85.7,14.3
2013,0,State,0,State,Algebra II,All Grades,English Language Learners with T1/T2,989,496,323,133,37,50.2,32.7,13.4,3.7,82.9,17.1
2013,0,State,0,State,Algebra II,All Grades,Black/Hispanic/Native American,18928,7332,7063,3703,830,38.7,37.3,19.6,4.4,76,24
2013,0,State,0,State,Algebra II,7,All Students,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Algebra II,7,White,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Algebra II,7,Hispanic,,,,,,,,,,,
2013,0,State,0,State,Algebra II,7,Black,,,,,,,,,,,
2013,0,State,0,State,Algebra II,7,Asian,,,,,,,,,,,
2013,0,State,0,State,Algebra II,7,Native American,,,,,,,,,,,
2013,0,State,0,State,Algebra II,7,Hawaiian or Pacific Islander,,,,,,,,,,,
2013,0,State,0,State,Algebra II,7,Economically Disadvantaged,,,,,,,,,,,
2013,0,State,0,State,Algebra II,7,Students with Disabilities,,,,,,,,,,,
2013,0,State,0,State,Algebra II,7,English Language Learners,,,,,,,,,,,
2013,0,State,0,State,Algebra II,7,English Language Learners with T1/T2,,,,,,,,,,,
2013,0,State,0,State,Algebra II,7,Black/Hispanic/Native American,,,,,,,,,,,
2013,0,State,0,State,Algebra II,8,All Students,12,**,**,**,**,**,**,**,**,**,**
2013,0,State,0,State,Algebra II,8,White,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Algebra II,8,Hispanic,,,,,,,,,,,
2013,0,State,0,State,Algebra II,8,Black,,,,,,,,,,,
2013,0,State,0,State,Algebra II,8,Asian,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Algebra II,8,Native American,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Algebra II,8,Hawaiian or Pacific Islander,,,,,,,,,,,
2013,0,State,0,State,Algebra II,8,Economically Disadvantaged,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Algebra II,8,Students with Disabilities,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Algebra II,8,English Language Learners,,,,,,,,,,,
2013,0,State,0,State,Algebra II,8,English Language Learners with T1/T2,,,,,,,,,,,
2013,0,State,0,State,Algebra II,8,Black/Hispanic/Native American,*,*,*,*,*,*,*,*,*,*,*
